2026-03-26 14:47:51 | INFO     | BlogWriter | Logger initialised. Log file: logs\log_20260326_144751.log
2026-03-26 14:47:51 | DEBUG    | BlogWriter | [SETUP] Initialising LLMs...
2026-03-26 14:47:52 | DEBUG    | BlogWriter | [SETUP] LLMs ready.
2026-03-26 14:47:52 | INFO     | BlogWriter | [STARTUP] PostgreSQL tables ready.
2026-03-26 14:47:52 | INFO     | BlogWriter | [STARTUP] LangGraph workflow compiled. Checkpointer DB: 'blog_hitl.db'
2026-03-26 14:49:04 | INFO     | BlogWriter | [API] /blogs/generate — topic='New Era of Artificial Intelligence' thread_id='4c34b2f3-714a-4ea6-8e99-0ee2dd64a4ab'
2026-03-26 14:49:04 | INFO     | BlogWriter | [BG] Starting workflow thread='4c34b2f3-714a-4ea6-8e99-0ee2dd64a4ab' topic='New Era of Artificial Intelligence'
2026-03-26 14:49:04 | INFO     | BlogWriter | [ROUTER] ── Entering router node ──────────────────────────
2026-03-26 14:49:04 | DEBUG    | BlogWriter | [ROUTER]   Topic: 'New Era of Artificial Intelligence'
2026-03-26 14:49:16 | INFO     | BlogWriter | [ROUTER]   Decision: mode='hybrid' | needs_research=True
2026-03-26 14:49:16 | DEBUG    | BlogWriter | [ROUTER]   Queries (5): ['what is the current state of artificial intelligence 2024', 'artificial intelligence trends 2024', 'latest advancements in machine learning 2024', 'future of artificial intelligence 2025', 'impact of deep learning on society 2024']
2026-03-26 14:49:16 | INFO     | BlogWriter | [ROUTER] ── Router node complete ────────────────────────────
2026-03-26 14:49:16 | INFO     | BlogWriter | [ROUTER] Routing → 'research'
2026-03-26 14:49:16 | INFO     | BlogWriter | [RESEARCH] ── Entering research node (5 queries) ──
2026-03-26 14:49:16 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='what is the current state of artificial intelligence 2024'
2026-03-26 14:49:16 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='artificial intelligence trends 2024'
2026-03-26 14:49:16 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='latest advancements in machine learning 2024'
2026-03-26 14:49:16 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='future of artificial intelligence 2025'
2026-03-26 14:49:16 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='impact of deep learning on society 2024'
2026-03-26 14:49:18 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'latest advancements in machine learning 2024' → 6 results | cumulative: 6
2026-03-26 14:49:18 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'future of artificial intelligence 2025' → 6 results | cumulative: 12
2026-03-26 14:49:19 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'what is the current state of artificial intelligence 2024' → 6 results | cumulative: 18
2026-03-26 14:49:19 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'impact of deep learning on society 2024' → 6 results | cumulative: 24
2026-03-26 14:49:19 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'artificial intelligence trends 2024' → 6 results | cumulative: 30
2026-03-26 14:49:19 | INFO     | BlogWriter | [RESEARCH] Total raw results: 30 (2.36s)
2026-03-26 14:52:33 | INFO     | BlogWriter | [RESEARCH] Evidence after deduplication: 2 items
2026-03-26 14:52:33 | INFO     | BlogWriter | [RESEARCH] ── Research node complete ───────────────────────────
2026-03-26 14:52:33 | INFO     | BlogWriter | [ORCH] ── Entering orchestrator node ──────────────────────
2026-03-26 14:52:33 | INFO     | BlogWriter | [ORCH] Planning attempt 1/3...
2026-03-26 14:54:19 | INFO     | BlogWriter | [ORCH] Plan accepted — 6 tasks | title: 'The New Era of Artificial Intelligence'
2026-03-26 14:54:19 | INFO     | BlogWriter | [ORCH] ── Orchestrator node complete ─────────────────────────
2026-03-26 14:54:19 | INFO     | BlogWriter | [DISPATCHER] Dispatching workers...
2026-03-26 14:54:19 | INFO     | BlogWriter | [WORKER] ── Task 1: 'Understanding the Evolution of AI'
2026-03-26 14:54:19 | INFO     | BlogWriter | [WORKER] ── Task 2: 'Top AI Trends of 2024'
2026-03-26 14:54:19 | INFO     | BlogWriter | [WORKER] ── Task 3: 'AI in Industry'
2026-03-26 14:54:19 | INFO     | BlogWriter | [WORKER] ── Task 4: 'Edge AI and Performance'
2026-03-26 14:54:19 | INFO     | BlogWriter | [WORKER] ── Task 5: 'Security Considerations'
2026-03-26 14:54:19 | INFO     | BlogWriter | [WORKER] ── Task 6: 'The Future of AI Education'
2026-03-26 14:54:55 | INFO     | BlogWriter | [WORKER] Task 3 done — ~262w (dev=34.5%, 36.12s)
2026-03-26 14:54:55 | WARNING  | BlogWriter | [WORKER] Task 3 word count deviation > 20%: got 262, target 400
2026-03-26 14:55:23 | INFO     | BlogWriter | [WORKER] Task 2 done — ~224w (dev=10.4%, 64.74s)
2026-03-26 14:56:05 | INFO     | BlogWriter | [WORKER] Task 4 done — ~395w (dev=12.9%, 106.21s)
2026-03-26 14:56:30 | INFO     | BlogWriter | [WORKER] Task 1 done — ~201w (dev=33.0%, 131.77s)
2026-03-26 14:56:30 | WARNING  | BlogWriter | [WORKER] Task 1 word count deviation > 20%: got 201, target 300
2026-03-26 14:56:56 | INFO     | BlogWriter | [WORKER] Task 6 done — ~254w (dev=15.3%, 157.29s)
2026-03-26 14:57:22 | INFO     | BlogWriter | [WORKER] Task 5 done — ~195w (dev=35.0%, 183.91s)
2026-03-26 14:57:22 | WARNING  | BlogWriter | [WORKER] Task 5 word count deviation > 20%: got 195, target 300
2026-03-26 14:57:22 | INFO     | BlogWriter | [MERGE] ── Entering merge_content node ──────────────────────
2026-03-26 14:57:23 | INFO     | BlogWriter | [MERGE] Blog title: 'The New Era of Artificial Intelligence' | ~1538 words
2026-03-26 14:57:23 | INFO     | BlogWriter | [MERGE] ── merge_content node complete ───────────────────────
2026-03-26 14:57:23 | INFO     | BlogWriter | [IMAGES] ── Entering decide_images node ──────────────────────
2026-03-26 14:57:23 | DEBUG    | BlogWriter | [IMAGES] Sections found: 6
2026-03-26 14:57:52 | INFO     | BlogWriter | [IMAGES] Images planned: 3
2026-03-26 14:57:52 | DEBUG    | BlogWriter | [IMAGES] Injected 'no extra text' after heading 'Understanding the Evolution of AI'
2026-03-26 14:57:52 | DEBUG    | BlogWriter | [IMAGES] Injected 'no extra text' after heading 'Edge AI and Performance'
2026-03-26 14:57:52 | DEBUG    | BlogWriter | [IMAGES] Injected 'no extra text' after heading 'Security Considerations'
2026-03-26 14:57:52 | INFO     | BlogWriter | [IMAGES] ── decide_images node complete ────────────────────────
2026-03-26 14:57:52 | INFO     | BlogWriter | [IMGPLACE] ── Entering generate_and_place_images node ──────────
2026-03-26 14:57:52 | INFO     | BlogWriter | [IMGPLACE] Processing image 1: placeholder='no extra text' | file='ai_evolution_diagram.png'
2026-03-26 14:57:52 | INFO     | BlogWriter | [IMGPLACE] Processing image 2: placeholder='no extra text' | file='edge_ai_architecture.png'
2026-03-26 14:57:52 | INFO     | BlogWriter | [IMGPLACE] Processing image 3: placeholder='no extra text' | file='ai_security_mindmap.png'
2026-03-26 14:58:02 | INFO     | BlogWriter | [IMGPLACE] Image 3 saved: 'output\images\ai_security_mindmap.png' (1234290b, 10.14s, attempt 1)
2026-03-26 14:58:03 | INFO     | BlogWriter | [IMGPLACE] Image 2 saved: 'output\images\edge_ai_architecture.png' (1065599b, 11.52s, attempt 1)
2026-03-26 14:58:04 | INFO     | BlogWriter | [IMGPLACE] Image 1 saved: 'output\images\ai_evolution_diagram.png' (1260645b, 12.68s, attempt 1)
2026-03-26 14:58:04 | INFO     | BlogWriter | [IMGPLACE] All futures done in 12.68s
2026-03-26 14:58:04 | INFO     | BlogWriter | [IMGPLACE] Summary — success=3 | failed=0 | cached=0
2026-03-26 14:58:04 | INFO     | BlogWriter | [IMGPLACE] Written: 'output\The New Era of Artificial Intelligence.md' (~1583 words)
2026-03-26 14:58:04 | INFO     | BlogWriter | [IMGPLACE] ── generate_and_place_images complete ───────────────
2026-03-26 14:58:05 | INFO     | BlogWriter | [HITL] ── Workflow pausing for human approval ──────────────
