2026-03-26 13:49:12 | INFO     | BlogWriter | Logger initialised. Log file: logs\log_20260326_134912.log
2026-03-26 13:49:12 | DEBUG    | BlogWriter | [SETUP] Initialising LLMs...
2026-03-26 13:49:13 | DEBUG    | BlogWriter | [SETUP] LLMs ready.
2026-03-26 13:49:13 | INFO     | BlogWriter | [STARTUP] PostgreSQL tables ready.
2026-03-26 13:49:13 | INFO     | BlogWriter | [STARTUP] LangGraph workflow compiled. Checkpointer DB: 'blog_hitl.db'
2026-03-26 13:51:05 | INFO     | BlogWriter | [API] /blogs/generate — topic='health conscious meals' thread_id='232e9207-dd47-45b0-854a-ac7981566ba5'
2026-03-26 13:51:05 | INFO     | BlogWriter | [BG] Starting workflow for thread_id='232e9207-dd47-45b0-854a-ac7981566ba5' topic='health conscious meals'
2026-03-26 13:51:05 | INFO     | BlogWriter | [ROUTER] ── Entering router node ──────────────────────────
2026-03-26 13:51:05 | DEBUG    | BlogWriter | [ROUTER]   Topic: 'health conscious meals'
2026-03-26 13:51:14 | INFO     | BlogWriter | [ROUTER]   Decision: mode='hybrid' | needs_research=True
2026-03-26 13:51:14 | DEBUG    | BlogWriter | [ROUTER]   Queries (3): ['healthiest meal prep ideas for weight loss', 'plant-based protein sources for vegetarians', 'low-carb breakfast options for keto dieters']
2026-03-26 13:51:14 | INFO     | BlogWriter | [ROUTER] ── Router node complete ────────────────────────────
2026-03-26 13:51:14 | INFO     | BlogWriter | [ROUTER] Routing → 'research'
2026-03-26 13:51:14 | INFO     | BlogWriter | [RESEARCH] ── Entering research node (3 queries) ──
2026-03-26 13:51:14 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='healthiest meal prep ideas for weight loss'
2026-03-26 13:51:14 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='plant-based protein sources for vegetarians'
2026-03-26 13:51:14 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='low-carb breakfast options for keto dieters'
2026-03-26 13:51:16 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'plant-based protein sources for vegetarians' → 6 results | cumulative: 6
2026-03-26 13:51:16 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'healthiest meal prep ideas for weight loss' → 6 results | cumulative: 12
2026-03-26 13:51:17 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'low-carb breakfast options for keto dieters' → 6 results | cumulative: 18
2026-03-26 13:51:17 | INFO     | BlogWriter | [RESEARCH] Total raw results: 18 (2.50s)
2026-03-26 13:55:55 | INFO     | BlogWriter | [RESEARCH] Evidence after deduplication: 8 items
2026-03-26 13:55:55 | INFO     | BlogWriter | [RESEARCH] ── Research node complete ───────────────────────────
2026-03-26 13:55:55 | INFO     | BlogWriter | [ORCH] ── Entering orchestrator node ──────────────────────
2026-03-26 13:55:55 | INFO     | BlogWriter | [ORCH] Planning attempt 1/3...
2026-03-26 13:58:19 | INFO     | BlogWriter | [ORCH] Plan accepted — 6 tasks | title: 'Health-Conscious Meal Planning: Tips and Tricks'
2026-03-26 13:58:19 | INFO     | BlogWriter | [ORCH] ── Orchestrator node complete ─────────────────────────
2026-03-26 13:58:19 | INFO     | BlogWriter | [DISPATCHER] Dispatching workers...
2026-03-26 13:58:19 | INFO     | BlogWriter | [WORKER] ── Task 1: 'Understanding the Importance of Meal Planning for a Healthy Diet'
2026-03-26 13:58:19 | INFO     | BlogWriter | [WORKER] ── Task 2: 'Best Plant-Based Protein Sources for a Health-Conscious Diet'
2026-03-26 13:58:19 | INFO     | BlogWriter | [WORKER] ── Task 3: 'Healthy Meal Prep Ideas for Busy Lives'
2026-03-26 13:58:19 | INFO     | BlogWriter | [WORKER] ── Task 4: 'Low-Carb Breakfast Ideas for a Keto Diet'
2026-03-26 13:58:19 | INFO     | BlogWriter | [WORKER] ── Task 5: 'Debugging Common Health-Conscious Meal Planning Mistakes'
2026-03-26 13:58:19 | INFO     | BlogWriter | [WORKER] ── Task 6: 'Performance Considerations for Health-Conscious Meal Planning'
2026-03-26 13:59:12 | INFO     | BlogWriter | [WORKER] Task 4 done — ~291w (dev=3.0%, 52.33s)
2026-03-26 13:59:52 | INFO     | BlogWriter | [WORKER] Task 2 done — ~298w (dev=0.7%, 92.52s)
2026-03-26 14:00:33 | INFO     | BlogWriter | [WORKER] Task 3 done — ~305w (dev=12.9%, 133.65s)
2026-03-26 14:01:08 | INFO     | BlogWriter | [WORKER] Task 1 done — ~267w (dev=6.8%, 168.58s)
2026-03-26 14:01:36 | INFO     | BlogWriter | [WORKER] Task 5 done — ~205w (dev=18.0%, 196.92s)
2026-03-26 14:02:07 | INFO     | BlogWriter | [WORKER] Task 6 done — ~183w (dev=39.0%, 228.20s)
2026-03-26 14:02:07 | WARNING  | BlogWriter | [WORKER] Task 6 word count deviation > 20%: got 183, target 300
2026-03-26 14:02:07 | INFO     | BlogWriter | [MERGE] ── Entering merge_content node ──────────────────────
2026-03-26 14:02:07 | INFO     | BlogWriter | [MERGE] Blog title: 'Health-Conscious Meal Planning: Tips and Tricks' | ~1556 words
2026-03-26 14:02:07 | INFO     | BlogWriter | [MERGE] ── merge_content node complete ───────────────────────
2026-03-26 14:02:07 | INFO     | BlogWriter | [IMAGES] ── Entering decide_images node ──────────────────────
2026-03-26 14:02:07 | DEBUG    | BlogWriter | [IMAGES] Sections found: 6
2026-03-26 14:02:40 | INFO     | BlogWriter | [IMAGES] Images planned: 3
2026-03-26 14:02:40 | DEBUG    | BlogWriter | [IMAGES] Injected '[[IMAGE_1]]' after heading 'Understanding the Importance of Meal Planning for a Healthy Diet'
2026-03-26 14:02:40 | DEBUG    | BlogWriter | [IMAGES] Injected '[[IMAGE_2]]' after heading 'Best Plant-Based Protein Sources for a Health-Conscious Diet'
2026-03-26 14:02:40 | DEBUG    | BlogWriter | [IMAGES] Injected '[[IMAGE_3]]' after heading 'Healthy Meal Prep Ideas for Busy Lives'
2026-03-26 14:02:40 | INFO     | BlogWriter | [IMAGES] ── decide_images node complete ────────────────────────
2026-03-26 14:02:40 | INFO     | BlogWriter | [IMGPLACE] ── Entering generate_and_place_images node ──────────
2026-03-26 14:02:40 | INFO     | BlogWriter | [IMGPLACE] Processing image 1: placeholder='[[IMAGE_1]]' | file='meal_planning_basics.png'
2026-03-26 14:02:40 | INFO     | BlogWriter | [IMGPLACE] Processing image 2: placeholder='[[IMAGE_2]]' | file='plant_based_protein_sources.png'
2026-03-26 14:02:40 | INFO     | BlogWriter | [IMGPLACE] Processing image 3: placeholder='[[IMAGE_3]]' | file='meal_prep_ideas.png'
2026-03-26 14:02:52 | INFO     | BlogWriter | [IMGPLACE] Image 3 saved: 'output\images\meal_prep_ideas.png' (1865630b, 12.53s, attempt 1)
2026-03-26 14:02:53 | INFO     | BlogWriter | [IMGPLACE] Image 1 saved: 'output\images\meal_planning_basics.png' (999752b, 12.72s, attempt 1)
2026-03-26 14:02:53 | INFO     | BlogWriter | [IMGPLACE] Image 2 saved: 'output\images\plant_based_protein_sources.png' (1856295b, 13.23s, attempt 1)
2026-03-26 14:02:53 | INFO     | BlogWriter | [IMGPLACE] All futures done in 13.24s
2026-03-26 14:02:53 | INFO     | BlogWriter | [IMGPLACE] Summary — success=3 | failed=0 | cached=0
2026-03-26 14:02:53 | INFO     | BlogWriter | [IMGPLACE] Written: 'output\Health-Conscious Meal Planning- Tips and Tricks.md' (~1594 words)
2026-03-26 14:02:53 | INFO     | BlogWriter | [IMGPLACE] ── generate_and_place_images complete ───────────────
2026-03-26 14:02:53 | INFO     | BlogWriter | [HITL] ── Workflow pausing for human approval ──────────────
2026-03-26 14:02:53 | INFO     | BlogWriter | [HITL]   Blog title : 'Health-Conscious Meal Planning: Tips and Tricks'
2026-03-26 14:02:53 | INFO     | BlogWriter | [HITL]   Content length: 10860 chars
2026-03-26 14:02:53 | INFO     | BlogWriter | [BG] Workflow paused. next=('human_approval',) thread='232e9207-dd47-45b0-854a-ac7981566ba5'
2026-03-26 14:02:53 | INFO     | BlogWriter | [BG] Postgres updated → PENDING for thread='232e9207-dd47-45b0-854a-ac7981566ba5'
2026-03-26 14:05:37 | INFO     | BlogWriter | [API] Blog deleted — thread_id='67c47556-7aed-493b-b678-ed11fa1b1fca'
2026-03-26 14:07:03 | INFO     | BlogWriter | [API] /blogs/reject — thread_id='232e9207-dd47-45b0-854a-ac7981566ba5' reason='You did not included the Fruits and Juice.'
2026-03-26 14:07:03 | INFO     | BlogWriter | [HITL] Routing after approval — status='rejected'
2026-03-26 14:07:03 | INFO     | BlogWriter | [BG] Resuming workflow for thread='232e9207-dd47-45b0-854a-ac7981566ba5'
2026-03-26 14:07:03 | INFO     | BlogWriter | [HITL] ── handle_rejection ─────────────────────────────────
2026-03-26 14:07:03 | INFO     | BlogWriter | [HITL]   Blog rejected. Reason: You did not included the Fruits and Juice.
2026-03-26 14:07:03 | INFO     | BlogWriter | [BG] Workflow COMPLETED (rejected) for thread='232e9207-dd47-45b0-854a-ac7981566ba5'
2026-03-26 14:10:16 | INFO     | BlogWriter | [SHUTDOWN] Application shutting down.
