2026-03-27 15:18:02 | INFO     | BlogWriter | Logger initialised. Log file: logs\log_20260327_151802.log
2026-03-27 15:18:02 | DEBUG    | BlogWriter | [SETUP] Initialising LLMs...
2026-03-27 15:18:03 | DEBUG    | BlogWriter | [SETUP] LLMs ready.
2026-03-27 15:18:03 | INFO     | BlogWriter | [STARTUP] PostgreSQL tables ready.
2026-03-27 15:18:03 | INFO     | BlogWriter | [STARTUP] LangGraph workflow compiled. Checkpointer DB: 'blog_hitl.db'
2026-03-27 15:19:44 | INFO     | BlogWriter | [API] /blogs/generate — topic='Importance of India for World' thread_id='64c05650-1a01-44ab-884b-57bf1bce9ebe'
2026-03-27 15:19:44 | INFO     | BlogWriter | [BG] Starting workflow thread='64c05650-1a01-44ab-884b-57bf1bce9ebe' topic='Importance of India for World'
2026-03-27 15:19:44 | INFO     | BlogWriter | [ROUTER] ── Entering router node ──────────────────────────
2026-03-27 15:19:44 | DEBUG    | BlogWriter | [ROUTER]   Topic: 'Importance of India for World'
2026-03-27 15:20:07 | INFO     | BlogWriter | [ROUTER]   Decision: mode='hybrid' | needs_research=True
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [ROUTER]   Queries (9): ["India's impact on global trade and commerce.", "India's role in shaping global economic trends.", 'The significance of India in international relations and diplomacy.', 'How India is contributing to sustainable development and climate change mitigation.', "India's influence on global innovation and entrepreneurship.", "The importance of India's diverse culture and heritage for world unity.", "India's position in the global energy landscape and its impact on sustainability.", "The significance of India's growing middle class for global economic growth.", 'How India is addressing global health challenges, such as COVID-19.']
2026-03-27 15:20:07 | INFO     | BlogWriter | [ROUTER] ── Router node complete ────────────────────────────
2026-03-27 15:20:07 | INFO     | BlogWriter | [ROUTER] Routing → 'research'
2026-03-27 15:20:07 | INFO     | BlogWriter | [RESEARCH] ── Entering research node (9 queries) ──
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='India's impact on global trade and commerce.'
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='India's role in shaping global economic trends.'
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='The significance of India in international relations and diplomacy.'
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='How India is contributing to sustainable development and climate change mitigation.'
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='India's influence on global innovation and entrepreneurship.'
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='The importance of India's diverse culture and heritage for world unity.'
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='India's position in the global energy landscape and its impact on sustainability.'
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='The significance of India's growing middle class for global economic growth.'
2026-03-27 15:20:07 | DEBUG    | BlogWriter | [RESEARCH] Tavily search — query='How India is addressing global health challenges, such as COVID-19.'
2026-03-27 15:20:10 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'The importance of India's diverse culture and heritage for world unity.' → 6 results | cumulative: 6
2026-03-27 15:20:10 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'India's role in shaping global economic trends.' → 6 results | cumulative: 12
2026-03-27 15:20:10 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'How India is contributing to sustainable development and climate change mitigation.' → 6 results | cumulative: 18
2026-03-27 15:20:10 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'India's impact on global trade and commerce.' → 6 results | cumulative: 24
2026-03-27 15:20:10 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'The significance of India's growing middle class for global economic growth.' → 6 results | cumulative: 30
2026-03-27 15:20:10 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'The significance of India in international relations and diplomacy.' → 6 results | cumulative: 36
2026-03-27 15:20:10 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'How India is addressing global health challenges, such as COVID-19.' → 6 results | cumulative: 42
2026-03-27 15:20:10 | DEBUG    | BlogWriter | [RESEARCH] Query done: 'India's position in the global energy landscape and its impact on sustainability.' → 6 results | cumulative: 48
